train_0,train_1,train_2,train_3,train_4,valid_0,valid_1,valid_2,valid_3,valid_4,test_0,test_1,test_2,test_3,test_4
0,-3.067557247,-4.20681192,-4.24526495,-3.585430833,-1.87146261,0,0,0,0,0,0,0,0,0
0,-0.487991753,-1.212128931,-1.892379302,-1.135983388,-2.794966464,0,0,0,0,0,0,0,0,0
0,-0.231206707,-0.414276087,-0.735675023,-0.798555197,-1.911028277,0,0,0,0,0,0,0,0,0
0,-0.470281373,-1.3219832,-1.457402623,-0.510165135,-1.789282971,0,0,0,0,0,0,0,0,0
0,-0.37404263,-1.048220383,-0.713747073,-0.517030796,-1.683337866,0,0,0,0,0,0,0,0,0
0,-2.418308921,-2.538264229,-2.244722384,-2.114068834,-2.042538536,0,0,0,0,0,0,0,0,0
0,0.083446054,-0.987994298,-1.047800564,-0.944305866,-2.74638137,0,0,0,0,0,0,0,0,0
0,-0.896574712,-0.718003857,-2.315311087,-0.427187608,-1.762887636,0,0,0,0,0,0,0,0,0
0,0.515477539,-0.384921488,0.416107682,-0.378253741,-2.465926816,0,0,0,0,0,0,0,0,0
0,-2.176532648,-1.767734935,-1.927543786,-1.594933598,-0.556265913,0,0,0,0,0,0,0,0,0
0,-1.302829288,-2.171598617,-1.555685102,-1.294832422,-2.658470736,0,0,0,0,0,0,0,0,0
0,-0.933672441,-1.70544989,-1.937921167,-1.76603213,-1.971595293,0,0,0,0,0,0,0,0,0
0,0.067596259,-1.38407679,-0.570679096,-0.006852014,-2.417577006,0,0,0,0,0,0,0,0,0
0,-0.688742448,-1.311916301,-1.639143113,-1.449636426,-1.829488286,0,0,0,0,0,0,0,0,0
0,-1.637170193,-2.685465812,-2.737079372,-3.328123666,-2.410500281,0,0,0,0,0,0,0,0,0
0,0.478931572,-0.396382095,-0.691751307,-0.831880088,-2.08307417,0,0,0,0,0,0,0,0,0
0,-0.740015309,-1.20973227,-1.911026663,-1.919468492,-2.502486162,0,0,0,0,0,0,0,0,0
0,-0.895257125,-1.685910067,-1.214854989,-0.087183294,-1.105648903,0,0,0,0,0,0,0,0,0
0,-0.145783617,-1.869722435,-0.88694747,-1.348436433,-1.993193153,0,0,0,0,0,0,0,0,0
0,-1.879674692,-1.148914747,-0.445803598,-1.186286974,-2.554067198,0,0,0,0,0,0,0,0,0
0,-0.931424332,-1.625045257,-1.510916673,-1.689563418,-2.973674567,0,0,0,0,0,0,0,0,0
0,0.737148156,-0.121453933,-0.357305678,-0.135098062,-2.442535266,0,0,0,0,0,0,0,0,0
0,0.11332243,-1.786589438,-1.465531894,-1.156071514,-3.079281971,0,0,0,0,0,0,0,0,0
0,1.127285821,0.294626262,-0.418952229,-0.085575525,-2.57594117,0,0,0,0,0,0,0,0,0
0,0.766382346,-0.402657241,0.403266284,-0.821847789,-2.699566668,0,0,0,0,0,0,0,0,0
0,-1.700113571,-3.564655427,-3.173373177,-2.963494179,-2.691059559,0,0,0,0,0,0,0,0,0
0,-0.603201717,-1.88859147,-1.196161494,-1.856331813,-3.40227253,0,0,0,0,0,0,0,0,0
0,-0.548013003,-1.712811261,-0.71055783,-0.722154994,-2.481489197,0,0,0,0,0,0,0,0,0
0,-0.711742551,-1.571447935,-1.845976807,-1.936239814,-1.474927543,0,0,0,0,0,0,0,0,0
0,-1.365497246,-0.696443596,-1.950471459,-0.626458325,-3.17674488,0,0,0,0,0,0,0,0,0
0,-1.259006606,-1.51160084,-1.441568052,-2.29790819,-3.082181724,0,0,0,0,0,0,0,0,0
0,0.575525086,-1.136712767,-0.985655304,-0.897781577,-2.714293562,0,0,0,0,0,0,0,0,0
-1.618064722,0,-1.184381179,-0.600181324,-1.412889315,0,-0.933860207,0,0,0,0,0,0,0,0
-2.883340745,0,-1.4958184,-1.363548084,-0.83661851,0,-1.08787532,0,0,0,0,0,0,0,0
0,-0.752255119,-1.707318547,-0.988005831,-1.122006172,-2.69304655,0,0,0,0,0,0,0,0,0
-1.453619635,0,-2.513608146,-1.705644345,-0.928009493,0,0.091722955,0,0,0,0,0,0,0,0
-1.736734967,0,-1.471260813,-1.660953882,-1.511191632,0,-0.76194049,0,0,0,0,0,0,0,0
-2.694128162,0,-2.364440562,-2.43365378,-1.742208996,0,0.465489049,0,0,0,0,0,0,0,0
-3.043421325,0,-2.104364086,-2.311257754,-1.607765538,0,-1.108892584,0,0,0,0,0,0,0,0
-3.61542485,0,-2.05783703,-3.165020156,-2.943362918,0,-0.533299949,0,0,0,0,0,0,0,0
-2.653092665,0,-2.042548916,-2.381559042,-1.791884236,0,-0.675859991,0,0,0,0,0,0,0,0
-2.953718154,0,-0.717590497,-0.954180847,-0.786099479,0,0.280220922,0,0,0,0,0,0,0,0
0,-0.165333359,-0.490195574,-0.104540287,-0.757538846,-2.128517078,0,0,0,0,0,0,0,0,0
-1.923586873,0,-2.824634314,-2.06578684,-1.481731385,0,-1.040099877,0,0,0,0,0,0,0,0
-2.360031075,0,-1.852915129,-1.645926656,-0.46610394,0,-0.532530434,0,0,0,0,0,0,0,0
-2.147734886,0,-2.042607967,-1.585198402,-0.588743323,0,-0.671300569,0,0,0,0,0,0,0,0
0,-0.009771835,-1.157982845,-0.867294388,-0.476014445,-1.104463259,0,0,0,0,0,0,0,0,0
-3.133172014,0,-2.258855302,-2.039330378,-3.132591187,0,-1.936316165,0,0,0,0,0,0,0,0
-3.374994652,0,-2.072578225,-1.186465513,-1.923830461,0,-0.012780232,0,0,0,0,0,0,0,0
0,0.724823921,-0.822043859,-1.567459189,-1.264750289,-0.879954479,0,0,0,0,0,0,0,0,0
-3.395216566,0,-2.19405111,-3.143208695,-1.657737651,0,-0.897779732,0,0,0,0,0,0,0,0
-3.466506275,0,-2.006825287,-2.230410465,-1.168697466,0,-1.223106515,0,0,0,0,0,0,0,0
-1.433221489,0,-1.339041245,-0.460021634,-1.064673611,0,0.57241058,0,0,0,0,0,0,0,0
-2.188103285,0,-1.759478565,-1.622161651,-1.178656873,0,-1.687126159,0,0,0,0,0,0,0,0
-2.359252564,0,-2.260827761,-1.704073943,-1.487394333,0,-0.925394157,0,0,0,0,0,0,0,0
-2.034862761,0,-1.305581181,-1.117443058,-1.796472493,0,-0.695069726,0,0,0,0,0,0,0,0
-2.932509434,0,-1.446296325,-1.606791188,-1.633167377,0,-0.895240517,0,0,0,0,0,0,0,0
-2.130489306,0,-0.183892604,-0.430823429,0.22472634,0,-0.305553485,0,0,0,0,0,0,0,0
-1.660038584,0,0.213445194,0.327143809,-0.082721676,0,-1.942749551,0,0,0,0,0,0,0,0
-1.282999974,0,-0.412281253,0.002025089,0.433317969,0,-0.284813025,0,0,0,0,0,0,0,0
-2.490160773,0,-1.192388656,-0.799291495,-0.251106606,0,-0.43753777,0,0,0,0,0,0,0,0
-1.502966402,0,-1.113853372,-1.421854073,-0.996691478,0,0.112453265,0,0,0,0,0,0,0,0
-2.919175326,0,-2.770783255,-2.329038488,-1.445979384,0,-1.055183848,0,0,0,0,0,0,0,0
-2.362518851,0,-2.04231617,-0.728656658,-1.210562221,0,-1.024799999,0,0,0,0,0,0,0,0
-3.265106936,0,-2.547600365,-2.526380342,-2.738402726,0,-1.944368162,0,0,0,0,0,0,0,0
-2.279484118,0,-1.965279087,-2.016985608,-2.299439147,0,-1.158637025,0,0,0,0,0,0,0,0
-2.693826445,0,-2.272820524,-2.802912583,-2.22139496,0,-1.542891453,0,0,0,0,0,0,0,0
-2.171815909,0,-1.37182683,-1.313514383,-0.854625531,0,-0.97701533,0,0,0,0,0,0,0,0
-3.448838339,0,-1.897210454,-2.930904202,-1.641079127,0,-1.322164046,0,0,0,0,0,0,0,0
-2.833918549,0,-2.924433448,-2.141328719,-1.816169633,0,0.164403834,0,0,0,0,0,0,0,0
-1.526107213,0,-1.228731633,-2.732496652,-0.723549625,0,-1.863696182,0,0,0,0,0,0,0,0
-3.573552368,0,-3.212336335,-2.816671125,-3.408524839,0,-1.333051207,0,0,0,0,0,0,0,0
-2.1454501,0,-1.945055097,-1.442635592,-0.509648434,0,0.359605072,0,0,0,0,0,0,0,0
-2.625927354,0,-1.921073032,-0.947624284,-0.600629286,0,-0.279144541,0,0,0,0,0,0,0,0
-3.179918207,0,-1.777539332,-1.604723232,-1.894984027,0,0.554475528,0,0,0,0,0,0,0,0
-2.564190611,0,-1.644198938,-1.294614669,-1.919471721,0,-1.312767473,0,0,0,0,0,0,0,0
-2.233262007,0,-1.446550984,-1.438829538,-1.789682953,0,-0.459157544,0,0,0,0,0,0,0,0
-3.035611762,0,-3.186099932,-2.734805889,-3.343001187,0,-1.959935156,0,0,0,0,0,0,0,0
-1.51036122,0,-1.309018625,-1.626885772,0.227705212,0,-1.302139124,0,0,0,0,0,0,0,0
-2.187991641,0,-1.54354817,-0.869484369,-0.56428677,0,-0.105141875,0,0,0,0,0,0,0,0
-2.207688088,0,-0.855036585,-0.905432439,-1.393298514,0,-0.768052783,0,0,0,0,0,0,0,0
-2.873820072,0,-2.549198447,-2.459914404,-1.795076017,0,-0.86738112,0,0,0,0,0,0,0,0
-1.613429409,0,-1.238204788,-1.372090255,-0.731828831,0,0.630605385,0,0,0,0,0,0,0,0
-3.171827227,0,-2.020722692,-2.553832837,-2.696957098,0,-1.237815417,0,0,0,0,0,0,0,0
-3.057898634,0,-0.978053806,-1.238211247,-1.33046309,0,-1.57916892,0,0,0,0,0,0,0,0
-3.159504837,0,-1.627403165,-1.757107047,-1.2898052,0,-1.143451098,0,0,0,0,0,0,0,0
-2.423496228,0,-2.145507075,-1.928139145,-1.050689013,0,-1.230698787,0,0,0,0,0,0,0,0
-2.408465772,0,-1.338008766,-1.29331692,-0.97024655,0,0.015351355,0,0,0,0,0,0,0,0
-1.983757136,0,-0.314130718,0.123356574,0.004337325,0,-0.198776815,0,0,0,0,0,0,0,0
-2.189793404,0,-1.368919927,-1.265487049,-1.165235571,0,0.441198578,0,0,0,0,0,0,0,0
-2.878981082,0,-2.844662926,-2.574325097,-1.83988735,0,-0.835046725,0,0,0,0,0,0,0,0
-2.296935455,0,-1.448787099,-1.070757301,-1.688181244,0,-1.347941415,0,0,0,0,0,0,0,0
-2.391109241,0,-1.503031451,-1.983796812,-1.229882215,0,-0.018993559,0,0,0,0,0,0,0,0
-2.065474513,0,-1.330988556,-2.122015414,-1.628588117,0,0.11764011,0,0,0,0,0,0,0,0
-3.249334876,0,-2.939501272,-2.727533557,-2.45875298,0,-2.077184705,0,0,0,0,0,0,0,0
-3.433942825,0,-1.673064287,-1.775612546,-1.115196794,0,-0.35667964,0,0,0,0,0,0,0,0
-3.273705851,0,-1.533763611,-0.857865983,-0.873796513,0,0.646741673,0,0,0,0,0,0,0,0
-2.454343262,0,-2.379605037,-1.791429816,-2.732403461,0,-1.172841221,0,0,0,0,0,0,0,0
-1.683586528,0,-1.336183705,-0.326116791,0.115275743,0,-0.199916325,0,0,0,0,0,0,0,0
-2.454316505,0,-1.664308516,-1.729195057,-1.789595529,0,-1.491556081,0,0,0,0,0,0,0,0
-2.216194044,0,-0.821732454,-0.771678915,-0.292020539,0,-1.165639243,0,0,0,0,0,0,0,0
-2.21492905,0,-2.002065182,-2.319212177,-1.591171601,0,-0.607154478,0,0,0,0,0,0,0,0
-2.813275663,0,-1.690875469,-2.314944783,-2.515989352,0,-0.990790479,0,0,0,0,0,0,0,0
-2.838863422,0,-1.113185352,-2.275821079,-1.480726587,0,0.256595703,0,0,0,0,0,0,0,0
-3.834376675,0,-3.240424787,-2.428286782,-2.206882128,0,-0.865603577,0,0,0,0,0,0,0,0
-1.892598669,0,-0.716240616,-0.334140415,0.277600511,0,0.136812937,0,0,0,0,0,0,0,0
-1.880298885,0,-0.279556056,-0.927304105,-0.258851119,0,-0.17652685,0,0,0,0,0,0,0,0
-2.278280252,0,0.063118032,0.394357349,0.417280408,0,0.130020629,0,0,0,0,0,0,0,0
-2.308311637,0,-0.437783203,-1.384391423,-0.848843558,0,-0.508659782,0,0,0,0,0,0,0,0
-1.817808312,0,-1.155772104,-0.847530123,-1.630390803,0,0.15900708,0,0,0,0,0,0,0,0
-2.899576451,0,-3.169656853,-2.082806824,-2.150073418,0,-0.475619538,0,0,0,0,0,0,0,0
-3.355501655,0,-2.893870137,-2.975689008,-2.442023871,0,-2.251757126,0,0,0,0,0,0,0,0
-3.102869591,0,-0.906973776,-1.996028548,-1.779115961,0,-0.324515941,0,0,0,0,0,0,0,0
-2.568810008,0,-2.339676295,-2.211785249,-2.154468834,0,-1.860142481,0,0,0,0,0,0,0,0
-1.78976807,0,-1.160562197,-0.304638648,0.342315896,0,0.414975554,0,0,0,0,0,0,0,0
-3.313302197,0,-2.173841191,-2.248678374,-2.590303606,0,-1.591639861,0,0,0,0,0,0,0,0
-0.987687507,0,0.10987945,0.085438582,0.183815635,0,0.661463031,0,0,0,0,0,0,0,0
-1.504950625,0,-1.151733996,-0.829016089,-0.118533651,0,-1.269127944,0,0,0,0,0,0,0,0
-0.022633992,0,-0.357889735,-0.534743943,0.125110127,0,-1.934484415,0,0,0,0,0,0,0,0
-2.810679472,0,-1.252067131,-1.225716777,-1.295723269,0,-0.526563002,0,0,0,0,0,0,0,0
-2.892897402,0,-1.25565082,-1.733896342,-0.735888162,0,-0.054737717,0,0,0,0,0,0,0,0
-1.963695769,0,-1.090135885,-1.034504285,0.152526637,0,-0.988014597,0,0,0,0,0,0,0,0
-1.459407606,0,-0.690507535,-1.080699177,-1.86127853,0,-0.831262815,0,0,0,0,0,0,0,0
-1.893526654,0,-0.714792008,-1.015056961,-0.813845387,0,0.725898843,0,0,0,0,0,0,0,0
-2.984904274,0,-2.651608996,-2.187642406,-2.176779696,0,0.235243045,0,0,0,0,0,0,0,0
-2.591936288,0,-2.772535654,-1.464275204,-1.997092629,0,-0.871341262,0,0,0,0,0,0,0,0
-1.929471956,0,-1.477544725,-1.923431402,-1.50266284,0,0.182612,0,0,0,0,0,0,0,0
-1.834186803,0,-0.433136126,-1.152028331,-0.750907084,0,0.081568401,0,0,0,0,0,0,0,0
-1.150814084,0,-0.461182827,0.069960165,-1.060129874,0,-1.40114037,0,0,0,0,0,0,0,0
-2.532062436,0,-1.649166647,-1.386285685,-1.088816915,0,0.240349617,0,0,0,0,0,0,0,0
-2.248572266,0,-0.925872105,-1.254019983,-0.884855754,0,-0.524856505,0,0,0,0,0,0,0,0
-3.607820469,0,-2.705418304,-1.981341791,-0.711954306,0,-0.349127505,0,0,0,0,0,0,0,0
-2.317950413,0,-1.413894113,-0.967032856,-1.106685534,0,0.399959861,0,0,0,0,0,0,0,0
-1.924428127,0,-1.206441071,-1.130092077,-0.740785747,0,-0.025310687,0,0,0,0,0,0,0,0
-2.648385614,0,-1.627633374,-1.743782626,-1.305553039,0,-1.467405857,0,0,0,0,0,0,0,0
-1.658410054,0,-0.929011985,-1.247244283,0.016876545,0,-0.703896543,0,0,0,0,0,0,0,0
-2.007653623,0,-0.424309309,-1.55339155,-0.923175573,0,0.715637258,0,0,0,0,0,0,0,0
-2.533040015,0,-2.007136692,-1.817241325,-2.535635283,0,-1.367600956,0,0,0,0,0,0,0,0
-2.642240796,0,-0.797574849,-0.550795344,-0.01473493,0,-2.184127688,0,0,0,0,0,0,0,0
-1.884885296,0,-0.357791469,-0.824075139,-0.663859617,0,0.225939664,0,0,0,0,0,0,0,0
0.293090461,0,0.782063291,0.612202535,-0.074090466,0,-0.53552776,0,0,0,0,0,0,0,0
-2.113604495,0,-1.247718079,-1.862807642,-0.884218644,0,-0.353193294,0,0,0,0,0,0,0,0
-2.716514683,0,-2.874227436,-2.290649237,-1.884670542,0,-0.540855775,0,0,0,0,0,0,0,0
-2.057290803,0,-1.726290922,-0.956917055,0.429994015,0,0.027446305,0,0,0,0,0,0,0,0
-2.644611161,0,-1.597825508,-1.270171494,-1.83423755,0,-0.611456934,0,0,0,0,0,0,0,0
-2.732121583,0,-2.359065721,-1.936210057,-0.767113034,0,-0.080394677,0,0,0,0,0,0,0,0
-2.737239457,0,-1.219856375,-1.660999094,-1.086471462,0,-0.132238215,0,0,0,0,0,0,0,0
-2.152830616,0,-1.337426094,-1.07122879,-0.81443544,0,-1.826692566,0,0,0,0,0,0,0,0
-2.245892111,0,-1.131292484,-0.515838693,0.228753837,0,-1.008094418,0,0,0,0,0,0,0,0
-2.36439512,0,-0.665402799,-1.368017546,-0.230685393,0,0.679745471,0,0,0,0,0,0,0,0
-1.896642314,0,-1.370520315,-0.865476708,-0.026145251,0,-0.011401287,0,0,0,0,0,0,0,0
-3.119459145,0,-2.092324728,-2.724255275,-2.231529906,0,-0.567093101,0,0,0,0,0,0,0,0
-2.22236262,0,-1.414807105,-0.837069701,-1.398308666,0,-0.897440647,0,0,0,0,0,0,0,0
-2.443526917,0,-2.082283203,-1.838577375,-1.569359449,0,-0.222994394,0,0,0,0,0,0,0,0
-1.607794603,0,-1.235194083,-1.594244356,-0.898458363,0,0.117038984,0,0,0,0,0,0,0,0
-3.478108167,0,-2.20933438,-2.590702204,-1.345485703,0,-0.156098717,0,0,0,0,0,0,0,0
-2.786659577,0,-1.758768101,-2.594958987,-3.483852657,0,-0.409978706,0,0,0,0,0,0,0,0
-2.201654223,0,-1.07428609,-0.810430548,-0.611829697,0,-1.365561833,0,0,0,0,0,0,0,0
-2.82542828,0,-1.889646324,-2.40503594,-2.04408933,0,-1.177659456,0,0,0,0,0,0,0,0
-2.686869208,0,-1.882995647,-2.200433056,-1.815135078,0,-1.435216323,0,0,0,0,0,0,0,0
-2.706754805,0,-2.221156678,-1.602943613,-1.913732191,0,-1.927076218,0,0,0,0,0,0,0,0
-0.84427537,0,-0.780795454,-0.437212526,-0.410425744,0,-0.62886652,0,0,0,0,0,0,0,0
-1.653703694,0,-0.751395643,0.222266936,-0.420941527,0,-0.646921059,0,0,0,0,0,0,0,0
-1.791905919,0,-1.312069005,-0.946936888,-0.655531046,0,-0.201638507,0,0,0,0,0,0,0,0
-1.686636216,0,-2.448976033,-1.074586422,-1.348375998,0,0.641941892,0,0,0,0,0,0,0,0
-2.927574481,0,-2.844597647,-1.738376184,-1.256484461,0,-0.590829041,0,0,0,0,0,0,0,0
-1.477690047,0,-0.689638832,-0.352195877,-0.204365948,0,-0.868426516,0,0,0,0,0,0,0,0
-3.220899727,0,-2.061067101,-2.291312875,-2.474536112,0,-0.867736813,0,0,0,0,0,0,0,0
-2.439553396,0,-1.657125683,-0.83195667,-1.383505651,0,0.197874509,0,0,0,0,0,0,0,0
-2.380914781,0,-2.724975196,-2.229529998,-0.557265637,0,-0.020388651,0,0,0,0,0,0,0,0
-1.586717826,0,-0.254505297,-0.608775165,-0.031473727,0,-0.664623595,0,0,0,0,0,0,0,0
-1.848582455,0,0.000549724,0.237285397,-0.02876151,0,-1.377574203,0,0,0,0,0,0,0,0
-3.280722139,0,-2.05950016,-2.707210379,-3.18428502,0,-1.190086108,0,0,0,0,0,0,0,0
-1.381624768,0,-0.318931421,0.208914374,-0.545803646,0,0.38451097,0,0,0,0,0,0,0,0
-2.431977732,0,-3.360413311,-2.665969816,-1.35619571,0,-1.176369549,0,0,0,0,0,0,0,0
-1.348074743,0,-0.800086384,-1.017998003,0.225885226,0,-0.479647036,0,0,0,0,0,0,0,0
-2.317578111,0,-0.56615658,0.135317734,-0.248037311,0,-0.099080329,0,0,0,0,0,0,0,0
-2.609356023,0,-0.609305245,-0.705130627,-1.137909021,0,-0.768090613,0,0,0,0,0,0,0,0
-2.429164943,0,-1.501116428,-0.638723971,-1.34907216,0,-0.739665152,0,0,0,0,0,0,0,0
-1.660385742,0,-1.613713825,-0.921121688,-0.44384521,0,-0.26045935,0,0,0,0,0,0,0,0
-2.396207047,0,-1.7452919,-1.462101831,-1.014074306,0,-1.515085802,0,0,0,0,0,0,0,0
-1.564414346,0,-0.794725152,-0.407823787,-0.9985373,0,-0.247497082,0,0,0,0,0,0,0,0
-2.30996185,0,-1.582434515,-2.676504284,-2.54101566,0,-0.067478081,0,0,0,0,0,0,0,0
-3.187401602,0,-1.544542819,-2.006452986,-2.464335194,0,-0.936923965,0,0,0,0,0,0,0,0
-0.277909995,0,-0.564906349,-0.590240371,-0.351421287,0,-1.874572502,0,0,0,0,0,0,0,0
-1.560874715,0,-0.584150223,-0.210894831,-0.552954876,0,0.394713503,0,0,0,0,0,0,0,0
-1.707124554,0,-0.438078922,-0.007843434,-0.687876974,0,-2.055146264,0,0,0,0,0,0,0,0
-3.265163911,0,-1.945623468,-2.503505262,-1.863272442,0,-0.877176751,0,0,0,0,0,0,0,0
-2.166519265,0,-1.339354495,-2.182150385,-1.574309165,0,-0.561547794,0,0,0,0,0,0,0,0
-2.192530764,0,-0.327637829,-0.87713523,-0.720712845,0,-0.519217086,0,0,0,0,0,0,0,0
-2.557151256,0,-2.49636026,-1.888302441,-1.101662003,0,-0.816131326,0,0,0,0,0,0,0,0
-0.684980221,0,-0.028731061,-0.325357887,0.630920019,0,-0.02335968,0,0,0,0,0,0,0,0
-3.40248267,0,-2.545576928,-2.326626602,-2.73438284,0,-0.323975251,0,0,0,0,0,0,0,0
-2.54924412,0,-1.364939947,-1.283213575,-2.066312767,0,-1.312879579,0,0,0,0,0,0,0,0
-1.77434363,0,0.140155345,-0.15285642,-0.532978857,0,0.083822508,0,0,0,0,0,0,0,0
-2.182001372,0,-2.033716562,-2.252407846,-2.691499447,0,-0.898929852,0,0,0,0,0,0,0,0
-2.497789491,0,-1.453081713,-1.915800147,-1.623783723,0,-0.078625438,0,0,0,0,0,0,0,0
-1.77878864,0,-1.665057271,-0.611735584,-0.20021066,0,-0.489483265,0,0,0,0,0,0,0,0
-0.998803954,0,-0.888227688,-1.032167598,0.21451827,0,-1.275075077,0,0,0,0,0,0,0,0
-1.709825238,0,-1.653084807,-1.65571629,-1.025073574,0,0.415677252,0,0,0,0,0,0,0,0
-2.305271637,0,-0.997631689,-1.949772298,-2.609242533,0,-1.023105036,0,0,0,0,0,0,0,0
-2.757636681,0,-1.655921125,-1.898437157,-1.007237248,0,-1.067797344,0,0,0,0,0,0,0,0
-3.128001316,0,-1.939033919,-1.406723506,-1.468099251,0,-0.073765222,0,0,0,0,0,0,0,0
-1.978474563,0,-2.173082287,-0.864397634,-0.773680669,0,-0.304739681,0,0,0,0,0,0,0,0
-2.143015609,0,-0.69852793,-0.605227,-0.413191477,0,-0.818011748,0,0,0,0,0,0,0,0
-3.406612124,0,-2.356134828,-2.506953317,-1.672774104,0,-1.432008626,0,0,0,0,0,0,0,0
-1.838280734,0,-1.433364966,-1.178874625,-0.791078721,0,-0.183978413,0,0,0,0,0,0,0,0
-1.382022443,0,-1.343893157,-1.001526783,-1.192847689,0,-0.648174981,0,0,0,0,0,0,0,0
-2.800675777,0,-3.07961183,-2.956480658,-1.927350946,0,-2.127019107,0,0,0,0,0,0,0,0
-2.681289994,0,-2.052004309,-1.686625605,-2.274607063,0,-1.135480067,0,0,0,0,0,0,0,0
-3.235154439,0,-2.017153535,-1.81475032,-2.253672609,0,-2.961629212,0,0,0,0,0,0,0,0
-2.948504552,0,-2.425714812,-1.258310444,-0.908647056,0,0.84531023,0,0,0,0,0,0,0,0
-2.894887853,0,-1.630314451,-2.095314673,-1.581504453,0,-1.614122803,0,0,0,0,0,0,0,0
-1.081870519,0,0.06899089,-0.748423229,-0.250030761,0,0.651469485,0,0,0,0,0,0,0,0
-2.709476711,0,-1.739390209,-2.283762816,-1.724400582,0,-1.034651452,0,0,0,0,0,0,0,0
-0.926917502,0,-0.44343877,0.113495893,0.100723236,0,-0.286768184,0,0,0,0,0,0,0,0
-1.89562552,0,-1.11816321,-0.846950219,-0.549129907,0,0.094223878,0,0,0,0,0,0,0,0
-2.166435993,0,-2.999617097,-1.960843996,-1.714649239,0,-1.225648037,0,0,0,0,0,0,0,0
-3.277161056,0,-2.91937324,-2.993723479,-3.815993662,0,-1.771491627,0,0,0,0,0,0,0,0
-1.610289298,0,-1.978221288,-1.001249517,-1.227796497,0,-0.700851238,0,0,0,0,0,0,0,0
-1.34721988,0,0.125117508,-0.21558712,0.648678839,0,-1.036941544,0,0,0,0,0,0,0,0
-1.71196747,0,-0.985273776,-1.592950528,-0.246423544,0,-0.000521969,0,0,0,0,0,0,0,0
-3.728960497,0,-2.975579671,-2.99345198,-2.877861872,0,-2.479343044,0,0,0,0,0,0,0,0
-2.07590933,0,-2.127346889,-0.768336507,-1.418123678,0,-0.427816415,0,0,0,0,0,0,0,0
-1.993782054,0,-1.090355022,-0.220273873,-0.666696857,0,0.239124298,0,0,0,0,0,0,0,0
-1.09517464,0,0.521867098,0.30116714,0.421656679,0,-1.286566132,0,0,0,0,0,0,0,0
-1.924873551,0,-0.600976213,-0.480342736,-0.421120988,0,0.199443065,0,0,0,0,0,0,0,0
-2.849204126,0,-2.514775336,-2.707892239,-1.085554318,0,-0.314599439,0,0,0,0,0,0,0,0
-3.04600852,0,-3.216369368,-2.891112708,-1.266490002,0,-0.524588928,0,0,0,0,0,0,0,0
-3.436938305,0,-1.820623639,-2.635397741,-3.007894689,0,-1.619118653,0,0,0,0,0,0,0,0
-2.075242925,0,-0.330938716,0.603513658,-1.102544546,0,-0.262050973,0,0,0,0,0,0,0,0
-3.26897827,0,-2.847339851,-2.352948584,-2.277978766,0,-1.418345121,0,0,0,0,0,0,0,0
-0.914083024,0,-0.812680042,-0.389590248,-0.408061838,0,-0.030162138,0,0,0,0,0,0,0,0
-2.163249748,0,-1.688866103,-1.304710633,-1.453046651,0,-3.074435595,0,0,0,0,0,0,0,0
-2.442430081,0,-0.917164775,-1.209776098,-1.398148581,0,-1.519283073,0,0,0,0,0,0,0,0
-3.283350163,0,-2.417258681,-2.334603862,-2.679575193,0,-0.918230932,0,0,0,0,0,0,0,0
-1.958660243,0,-0.468715585,0.28291607,-0.934558214,0,-2.197465718,0,0,0,0,0,0,0,0
-1.555434825,0,-1.272483269,-0.691454204,-0.813278861,0,-0.325806309,0,0,0,0,0,0,0,0
-1.201660666,0,-0.840825469,0.189307888,-0.512671133,0,-0.793680217,0,0,0,0,0,0,0,0
-1.965653695,0,-1.949507951,-1.52716645,-1.795496297,0,-0.431529279,0,0,0,0,0,0,0,0
-3.302255182,0,-2.218875121,-2.49456311,-4.027124161,0,-2.194967793,0,0,0,0,0,0,0,0
-3.730586835,0,-2.071246337,-2.376415794,-3.201588267,0,-0.724929031,0,0,0,0,0,0,0,0
-1.953814098,0,-1.186166103,-0.723790444,-0.491354921,0,-0.676731924,0,0,0,0,0,0,0,0
-2.423519064,0,-1.754500937,-1.908776938,-1.418370956,0,-0.495636156,0,0,0,0,0,0,0,0
-0.95810316,0,-1.433797241,-0.886487975,-1.965670534,0,-0.201623744,0,0,0,0,0,0,0,0
-3.310996651,0,-3.134626849,-1.774562767,-1.81977339,0,-1.156590983,0,0,0,0,0,0,0,0
-1.768671455,0,-1.492720964,-0.464871701,-1.500948039,0,-1.049167975,0,0,0,0,0,0,0,0
-2.07525861,0,-1.723381943,-1.171683258,-0.910981897,0,-1.917872025,0,0,0,0,0,0,0,0
-1.85309436,0,-0.753698652,-0.63773209,-0.965373416,0,-0.05725571,0,0,0,0,0,0,0,0
-2.181527115,0,-1.428551345,-1.53849027,-1.527804945,0,-2.013938457,0,0,0,0,0,0,0,0
-3.167320397,0,-0.893604144,-1.224015355,-2.249906461,0,-0.394880433,0,0,0,0,0,0,0,0
-2.078845528,0,-2.219099101,-2.351672518,-1.145430708,0,0.367450619,0,0,0,0,0,0,0,0
-2.955389589,0,-1.63049322,-1.904292714,-1.421255254,0,0.031821653,0,0,0,0,0,0,0,0
-2.793989807,0,-2.071736049,-1.915085762,-2.090928252,0,0.13519225,0,0,0,0,0,0,0,0
-1.605572789,0,-0.964652803,-0.171340005,-0.257874001,0,0.189560702,0,0,0,0,0,0,0,0
