train_0,train_1,train_2,train_3,train_4,valid_0,valid_1,valid_2,valid_3,valid_4,test_0,test_1,test_2,test_3,test_4
0,-0.675910277,-2.043324428,-2.385032471,-1.790837225,-2.652050959,0,0,0,0,0,0,0,0,0
0,-1.137267298,-1.191657894,-1.557941285,-0.926349592,-1.449514171,0,0,0,0,0,0,0,0,0
0,-2.069636491,-2.930426023,-2.711529213,-2.426918217,-3.24254672,0,0,0,0,0,0,0,0,0
0,-0.554105458,-1.696046398,-1.22042244,-1.32294371,-1.907278275,0,0,0,0,0,0,0,0,0
0,-0.778145056,-1.551171582,-0.943017805,-1.833562379,-2.737821668,0,0,0,0,0,0,0,0,0
0,-0.403864567,-1.569412272,-1.477312671,-2.151817052,-2.598364368,0,0,0,0,0,0,0,0,0
0,-1.306915838,-2.053231704,-2.219596426,-2.062572684,-1.147129823,0,0,0,0,0,0,0,0,0
0,-0.897709608,-0.455332575,-1.300362042,-1.503757138,-2.03900075,0,0,0,0,0,0,0,0,0
0,0.365988632,-0.530807791,-1.246492299,-0.088806288,-0.035847691,0,0,0,0,0,0,0,0,0
0,-1.301839714,-2.221114926,-1.99830134,-1.637009647,-2.238016577,0,0,0,0,0,0,0,0,0
0,-1.627467983,-2.182261337,-2.177805024,-1.415053461,-2.588791333,0,0,0,0,0,0,0,0,0
0,0.470498278,-1.101936039,-0.231953155,0.410720615,-1.719801253,0,0,0,0,0,0,0,0,0
0,-0.028868541,-1.233175721,-1.705489796,-0.677532349,-2.870654358,0,0,0,0,0,0,0,0,0
0,-1.010601339,-1.812272694,-2.0434972,-2.570686739,-2.360089204,0,0,0,0,0,0,0,0,0
0,-0.919250493,-2.392068136,-1.498489559,-1.713269371,-2.322185513,0,0,0,0,0,0,0,0,0
0,0.363756208,-0.315428005,-0.798635931,-0.963242948,-2.102688269,0,0,0,0,0,0,0,0,0
0,-0.149158781,-0.243666576,-0.175363812,-0.37311995,-1.604527624,0,0,0,0,0,0,0,0,0
0,0.211460048,-0.92352573,-0.170322751,-0.341800504,-1.473688384,0,0,0,0,0,0,0,0,0
0,-1.860192767,-0.621800176,-0.597415591,-0.376096054,-0.339180093,0,0,0,0,0,0,0,0,0
0,-0.080262272,-0.667434078,-1.291158772,-0.624657254,-2.692692241,0,0,0,0,0,0,0,0,0
0,-0.681089741,-1.954388927,-0.991351007,-1.17952373,-1.601736056,0,0,0,0,0,0,0,0,0
0,-2.461380311,-2.941001549,-2.953810884,-2.838299895,-3.688926685,0,0,0,0,0,0,0,0,0
0,-0.873961211,-1.89849344,-1.170550668,-1.215422899,-1.592780986,0,0,0,0,0,0,0,0,0
0,-0.815834223,-1.551642841,-0.9440286,-0.468971629,-2.5898162,0,0,0,0,0,0,0,0,0
0,-0.690438334,-1.027024119,-1.361230313,-0.829690568,-2.839773876,0,0,0,0,0,0,0,0,0
0,-2.47107168,-2.945593727,-3.222817978,-3.143743849,-3.057640976,0,0,0,0,0,0,0,0,0
0,0.005409479,-0.280888867,-0.689872731,-0.177389095,-1.749291256,0,0,0,0,0,0,0,0,0
0,-1.375943828,-2.765352822,-2.982820632,-2.495668711,-3.111542782,0,0,0,0,0,0,0,0,0
0,0.416233166,-0.670388499,0.202868053,-0.500448854,-2.501874195,0,0,0,0,0,0,0,0,0
0,-0.806199138,-1.656968367,-1.465233407,-0.86462323,-2.579098812,0,0,0,0,0,0,0,0,0
0,0.195163676,-0.064787085,-0.148314528,-0.265118423,-2.281630502,0,0,0,0,0,0,0,0,0
0,-1.213341333,-1.601721062,-1.173430352,-0.752832717,-2.803722004,0,0,0,0,0,0,0,0,0
0,-1.339553332,-1.683013775,-1.144992435,-1.985544829,-3.367264901,0,0,0,0,0,0,0,0,0
0,-0.191664337,-1.460501904,-0.24012856,-0.452083358,-1.818760749,0,0,0,0,0,0,0,0,0
0,-0.119606266,-1.12408174,-1.354769247,-1.002805156,-2.532022761,0,0,0,0,0,0,0,0,0
0,-0.473615477,-0.638640468,-1.599726459,-0.922054517,-2.198536026,0,0,0,0,0,0,0,0,0
0,-0.070939515,-0.930586077,-0.9255261,-1.544689295,-3.341727197,0,0,0,0,0,0,0,0,0
0,-1.417113343,-1.569141465,-2.669098163,-2.23501902,-3.216984565,0,0,0,0,0,0,0,0,0
0,0.295342262,-0.46854489,-0.385812335,0.657866424,-1.93234126,0,0,0,0,0,0,0,0,0
0,-0.756835763,-0.677888503,-0.351342398,-0.907128786,-1.837758958,0,0,0,0,0,0,0,0,0
0,-1.073910559,-1.668232673,-1.004095985,-1.473075725,-2.639318669,0,0,0,0,0,0,0,0,0
0,-0.608865588,-0.267528924,-0.120975062,-1.071809617,-2.903919044,0,0,0,0,0,0,0,0,0
0,0.332585775,-1.052107633,-0.58267578,-0.387425641,-1.011731622,0,0,0,0,0,0,0,0,0
0,0.013604261,-1.722798117,-0.736246161,-1.233515267,-1.86429777,0,0,0,0,0,0,0,0,0
0,-0.322484661,-2.004924797,-0.893273363,-1.591455787,-1.651504487,0,0,0,0,0,0,0,0,0
0,-0.886587163,-1.874443789,-1.56672958,-1.810416954,-1.614592447,0,0,0,0,0,0,0,0,0
0,-0.702620015,-0.767360773,-0.467111045,-0.68392652,-2.50946439,0,0,0,0,0,0,0,0,0
0,-0.574662766,-0.440483426,-0.58118842,-0.92794306,-2.106270574,0,0,0,0,0,0,0,0,0
0,-0.151918977,-2.113262642,-1.730487501,-1.673748685,-2.435139064,0,0,0,0,0,0,0,0,0
0,-1.720228454,-2.112929785,-2.309189106,-1.771281947,-1.521168108,0,0,0,0,0,0,0,0,0
0,-0.319411215,-1.334102139,-0.308981702,-0.086568789,-2.716473162,0,0,0,0,0,0,0,0,0
0,-1.464010395,-3.16221567,-2.436269578,-1.999501054,-3.283014999,0,0,0,0,0,0,0,0,0
0,0.758306129,-1.031218622,-0.819097281,-0.209492819,-3.099065843,0,0,0,0,0,0,0,0,0
0,-2.754255289,-3.42206978,-2.369808252,-3.246368229,-3.737469335,0,0,0,0,0,0,0,0,0
0,-1.827919961,-1.485624171,-2.410188877,-1.50363027,-2.06951216,0,0,0,0,0,0,0,0,0
0,0.334189392,-0.558237219,-0.493480314,-0.219647834,-0.814161866,0,0,0,0,0,0,0,0,0
0,-0.895608666,-1.869998547,-1.250947459,-1.856565712,-3.173707879,0,0,0,0,0,0,0,0,0
0,-0.33980567,-1.38032425,-1.215859787,-1.413436003,-1.541725416,0,0,0,0,0,0,0,0,0
0,0.865768812,-0.623428706,0.504281741,0.819029077,-2.065283749,0,0,0,0,0,0,0,0,0
0,-0.95960113,-2.473497636,-1.47221671,-1.240395691,-1.523095586,0,0,0,0,0,0,0,0,0
0,0.866585383,0.248100128,-0.027156508,0.324122955,-0.539364263,0,0,0,0,0,0,0,0,0
0,0.185184892,-0.783227177,-1.671207393,-1.230875019,-2.195998657,0,0,0,0,0,0,0,0,0
0,0.322501806,0.209967152,-0.919902366,-0.311056809,-2.634716572,0,0,0,0,0,0,0,0,0
0,-1.195248041,-1.417523936,-0.814039149,-1.247559839,-2.340305563,0,0,0,0,0,0,0,0,0
0,-2.351070469,-1.976607751,-2.654727885,-2.385502576,-3.09063647,0,0,0,0,0,0,0,0,0
0,-1.690310327,-0.551207782,-1.696500126,-0.849028094,-3.092998992,0,0,0,0,0,0,0,0,0
0,-1.237796963,-1.731931956,-2.237018006,-2.604812747,-3.289691972,0,0,0,0,0,0,0,0,0
0,-2.624166881,-2.533130207,-2.115663455,-2.599004247,-3.18637835,0,0,0,0,0,0,0,0,0
0,0.344952915,-0.963285853,-0.860548675,-0.858450962,-1.810178441,0,0,0,0,0,0,0,0,0
0,-1.170433027,-1.841239076,-2.300703219,-1.357572809,-2.953402137,0,0,0,0,0,0,0,0,0
0,-0.786985252,-0.971893533,-1.004983603,-0.526964829,-2.238195115,0,0,0,0,0,0,0,0,0
0,-0.341329476,-0.640105684,-0.750786674,-0.947907085,-3.003200555,0,0,0,0,0,0,0,0,0
0,-0.797504725,-1.403999755,-2.259458735,-1.349924254,-2.625986636,0,0,0,0,0,0,0,0,0
0,-0.294334159,-1.901314995,-0.187636378,-0.088651739,-1.172091082,0,0,0,0,0,0,0,0,0
0,0.044896027,-1.642302139,-0.404751724,-1.189161583,-2.623195068,0,0,0,0,0,0,0,0,0
0,-0.011442808,0.249587488,-0.858879547,-0.504590303,-1.095302893,0,0,0,0,0,0,0,0,0
0,-1.014512579,-0.623843451,-1.257778058,-1.562717537,-1.73782765,0,0,0,0,0,0,0,0,0
0,-2.27187916,-2.471011013,-2.796257755,-3.003226851,-3.21511314,0,0,0,0,0,0,0,0,0
0,-1.133271632,-0.458966088,-1.193265663,-1.079182752,-2.875359102,0,0,0,0,0,0,0,0,0
0,-1.728489668,-2.328786365,-2.670937525,-1.784835885,-3.078483161,0,0,0,0,0,0,0,0,0
0,-1.742639195,-2.886843469,-2.675494872,-1.869392808,-2.965627876,0,0,0,0,0,0,0,0,0
0,-1.241464155,-1.133113854,-0.545084878,-1.491228991,-1.978324859,0,0,0,0,0,0,0,0,0
0,-0.988395663,-1.994771166,-1.916022282,-1.078257766,-2.572292202,0,0,0,0,0,0,0,0,0
0,-1.400034539,-1.382566363,-0.64325802,-0.550910218,-2.11642951,0,0,0,0,0,0,0,0,0
0,-0.787510257,-2.153903232,-1.391443927,-2.351619694,-1.109994725,0,0,0,0,0,0,0,0,0
0,-0.576816763,-1.473698072,-0.687058557,-1.500626947,-2.059690463,0,0,0,0,0,0,0,0,0
0,0.040642934,-1.080077752,-0.491628957,-0.773091538,-2.273940196,0,0,0,0,0,0,0,0,0
0,0.109424107,-0.846059371,-1.382427961,-0.587287334,-2.916922603,0,0,0,0,0,0,0,0,0
0,-1.226901498,-1.987064252,-2.870736938,-1.755361106,-2.89426366,0,0,0,0,0,0,0,0,0
0,0.188814254,-0.828634561,-0.921413716,-0.592154471,-1.9181802,0,0,0,0,0,0,0,0,0
0,-0.354498886,-1.147993913,-1.357848691,-1.630838072,-2.823360554,0,0,0,0,0,0,0,0,0
0,0.457760221,-0.481664014,-0.976941977,-0.35175622,-2.181664132,0,0,0,0,0,0,0,0,0
0,0.257373984,-0.472555779,-0.287460194,-0.23387602,-1.858518333,0,0,0,0,0,0,0,0,0
0,1.081435089,0.013895828,0.342338963,0.333302236,-2.255055245,0,0,0,0,0,0,0,0,0
0,-0.721918788,-1.015628561,-2.078967091,-0.61290508,-2.586554065,0,0,0,0,0,0,0,0,0
0,-0.173643937,-2.473229136,-0.723805207,-1.912948374,-2.093580957,0,0,0,0,0,0,0,0,0
0,-2.942562493,-2.550200016,-2.853068309,-2.648975206,-3.877937662,0,0,0,0,0,0,0,0,0
0,0.119188828,-0.693038446,-0.995209655,-1.016700253,-2.329029261,0,0,0,0,0,0,0,0,0
0,-1.080543244,-0.458476145,-1.642940633,-1.317194492,-1.501764611,0,0,0,0,0,0,0,0,0
0,0.122475876,0.323633012,-2.059893683,-0.453197494,-1.294241445,0,0,0,0,0,0,0,0,0
0,-0.553257515,-1.178046981,-1.11794638,-0.205266023,-1.551221407,0,0,0,0,0,0,0,0,0
0,-2.603884301,-2.580526659,-2.107475132,-2.738932344,-2.23966333,0,0,0,0,0,0,0,0,0
0,0.619997796,-0.063326483,-0.062680607,-0.016192303,-1.938065105,0,0,0,0,0,0,0,0,0
0,-0.792946687,-1.670222433,-1.658531156,-0.925105358,-1.813740216,0,0,0,0,0,0,0,0,0
0,-1.451694925,-1.96213321,-1.25454222,-1.590693884,-2.937157896,0,0,0,0,0,0,0,0,0
0,-1.4530222,-1.627162807,-2.491647211,-2.003055448,-2.802981784,0,0,0,0,0,0,0,0,0
0,-2.24706576,-2.552157251,-2.175174463,-2.410750558,-0.820437012,0,0,0,0,0,0,0,0,0
0,-0.755073906,-1.972131831,-1.435166498,-1.203678106,-2.170982729,0,0,0,0,0,0,0,0,0
0,-0.819168327,-1.436257106,-1.571846532,-0.859214019,-2.682528461,0,0,0,0,0,0,0,0,0
0,-1.62694021,-1.28326017,-2.056894743,-1.770507819,-2.126366081,0,0,0,0,0,0,0,0,0
0,0.144545918,-0.889549427,-1.15335007,-0.200405345,-0.758011258,0,0,0,0,0,0,0,0,0
0,-1.353839647,-1.201025401,-1.549807631,-1.836344259,-2.838953383,0,0,0,0,0,0,0,0,0
0,-0.646844476,-1.960096856,-1.115923866,-1.551281151,-1.582111115,0,0,0,0,0,0,0,0,0
0,-0.393588681,-1.226208104,-1.037835159,-0.926335752,-2.130809938,0,0,0,0,0,0,0,0,0
0,-1.59638036,-2.696573033,-1.945459462,-1.889169068,-1.979971842,0,0,0,0,0,0,0,0,0
0,0.614492626,-1.227369758,-1.199226637,-0.724163207,-2.877624282,0,0,0,0,0,0,0,0,0
0,-0.666138636,-1.698012398,-1.220961746,-0.515022122,-2.684947266,0,0,0,0,0,0,0,0,0
0,-0.883393307,-1.168049283,-1.222957503,-1.053093978,-1.518346553,0,0,0,0,0,0,0,0,0
0,-0.966239812,-1.752784753,-1.742083511,-1.605935403,-1.651634815,0,0,0,0,0,0,0,0,0
0,0.479274348,-0.557486619,-1.513305491,-0.753800147,-1.674802385,0,0,0,0,0,0,0,0,0
0,-1.634038618,-2.421326315,-1.118875519,-1.942483127,-3.298632971,0,0,0,0,0,0,0,0,0
0,-1.183871859,-1.827183663,-2.340649261,-2.108539444,-3.276279205,0,0,0,0,0,0,0,0,0
0,-1.384020506,-0.99780054,-1.71815796,-1.811708014,-2.480873539,0,0,0,0,0,0,0,0,0
0,-1.089353453,-1.613462625,-1.669582554,-1.625683751,-1.803299401,0,0,0,0,0,0,0,0,0
0,0.726776311,-0.641430652,-0.469715309,-0.144215984,-1.897927376,0,0,0,0,0,0,0,0,0
0,-0.376458206,-0.824548012,-0.990336982,-0.185929881,-1.971795284,0,0,0,0,0,0,0,0,0
0,0.446096624,0.366836114,0.36678306,-0.886887957,-3.419933084,0,0,0,0,0,0,0,0,0
0,-1.147256691,-1.826540785,-1.584841095,-1.43810385,-2.605823312,0,0,0,0,0,0,0,0,0
0,-0.599544214,-1.73239445,-1.82907285,-1.472197795,-2.370145723,0,0,0,0,0,0,0,0,0
0,-0.30088657,-1.494345342,-1.73062152,-1.024986842,-1.810581653,0,0,0,0,0,0,0,0,0
0,-0.037436546,-2.473463035,-1.337993542,-0.518542607,-3.272373732,0,0,0,0,0,0,0,0,0
0,0.654651808,-0.163523061,0.386758618,-0.732260646,-3.376809794,0,0,0,0,0,0,0,0,0
0,-0.495976163,-1.402756444,-0.912666249,-0.774344537,-1.671802061,0,0,0,0,0,0,0,0,0
0,-0.803491995,-1.556822766,-1.532977027,-1.555912312,-2.926571528,0,0,0,0,0,0,0,0,0
0,-1.097861023,-1.692435951,-1.337817771,-1.800238872,-2.300816016,0,0,0,0,0,0,0,0,0
0,-0.261840602,-1.06895623,-1.197152452,-1.188890777,-2.257302893,0,0,0,0,0,0,0,0,0
0,-2.993591997,-3.046709064,-4.073030485,-2.760300688,-4.044619786,0,0,0,0,0,0,0,0,0
0,-1.774442818,-2.173526326,-2.967479233,-3.357426596,-2.917401935,0,0,0,0,0,0,0,0,0
0,-0.22959986,-1.469549242,-1.850070276,-1.565849113,-2.812990324,0,0,0,0,0,0,0,0,0
0,0.375145308,-1.081980318,-1.258420243,0.003124001,-1.274592515,0,0,0,0,0,0,0,0,0
0,-0.304883158,-0.785042088,-1.830315238,-1.559907285,-1.937013481,0,0,0,0,0,0,0,0,0
0,0.179153334,-0.856699716,-0.458620545,-0.693583288,-1.931496778,0,0,0,0,0,0,0,0,0
0,-0.746618468,-1.041538335,-1.323861315,-2.096912524,-2.233828994,0,0,0,0,0,0,0,0,0
0,-0.329334637,-1.214125149,-1.285060319,-0.761394264,-1.556454386,0,0,0,0,0,0,0,0,0
0,-3.643747548,-3.881688241,-3.541129742,-3.173858968,-3.166232557,0,0,0,0,0,0,0,0,0
0,-0.618421783,-1.467428924,-1.452498579,-0.753105369,-2.414284884,0,0,0,0,0,0,0,0,0
0,-1.865906693,-2.280091011,-2.496069846,-1.742267817,-3.878894943,0,0,0,0,0,0,0,0,0
0,-0.555088574,-2.012546364,-1.639967989,-2.361683825,-2.936577761,0,0,0,0,0,0,0,0,0
0,-1.27335797,-2.003174243,-1.836038622,-1.265443683,-2.227021231,0,0,0,0,0,0,0,0,0
0,0.189846733,0.566489743,0.296612792,0.172744861,-2.119297891,0,0,0,0,0,0,0,0,0
0,-0.472623596,-1.452529489,-1.567004769,-1.430041012,-3.088418117,0,0,0,0,0,0,0,0,0
0,-0.002019939,-0.75947186,-0.753109059,-1.031401774,-1.392427965,0,0,0,0,0,0,0,0,0
0,-0.800744716,-1.484524798,-1.727958897,-1.019524115,-3.645287847,0,0,0,0,0,0,0,0,0
0,-0.083794752,-0.798513215,-0.660316526,-0.791793798,-3.108887309,0,0,0,0,0,0,0,0,0
0,-1.279516858,-0.927559226,-0.848817261,-1.524606475,-2.332266483,0,0,0,0,0,0,0,0,0
0,-0.008054266,-0.484973205,-0.376981827,-0.474230905,-2.56537095,0,0,0,0,0,0,0,0,0
0,-1.602721939,-1.672813548,-2.273357524,-2.136047069,-2.619359257,0,0,0,0,0,0,0,0,0
0,-0.572555366,-0.707043343,-1.12840588,-0.707226495,-1.929815885,0,0,0,0,0,0,0,0,0
0,-1.242391909,-2.932326052,-1.691299902,-1.360997797,-1.700076894,0,0,0,0,0,0,0,0,0
0,-0.641114634,-0.916904579,-0.830515444,-1.157348042,-1.693532787,0,0,0,0,0,0,0,0,0
0,-1.01127305,-1.987594562,-0.956745898,-0.81985803,-3.053646464,0,0,0,0,0,0,0,0,0
0,-3.595072146,-3.912823497,-3.552461866,-3.663669937,-2.027923978,0,0,0,0,0,0,0,0,0
0,-0.944823951,-2.180279651,-1.162886889,-1.453307769,-1.598961096,0,0,0,0,0,0,0,0,0
0,-1.157771552,-2.074901302,-2.241690227,-2.428643859,-0.808136766,0,0,0,0,0,0,0,0,0
0,-1.198806818,-1.521825979,-1.988219908,-2.639749099,-2.279004786,0,0,0,0,0,0,0,0,0
0,0.606962636,-0.449385442,-0.672391176,-0.03756526,-2.872779981,0,0,0,0,0,0,0,0,0
0,0.261240013,-0.664646201,-0.088122121,-0.206035076,-1.756655395,0,0,0,0,0,0,0,0,0
0,-1.39090785,-1.709283394,-1.922259598,-1.853206696,-1.788997171,0,0,0,0,0,0,0,0,0
0,-0.038916063,-1.703649741,-1.781209061,-1.676937466,-2.534639481,0,0,0,0,0,0,0,0,0
0,-1.303680922,-1.745786456,-1.063832127,-1.467885189,-2.514935882,0,0,0,0,0,0,0,0,0
0,0.260592753,-1.781002842,-1.660723443,-0.882834624,-3.304354278,0,0,0,0,0,0,0,0,0
0,-1.490983558,-2.213033404,-0.710610884,-1.234459169,-1.478168457,0,0,0,0,0,0,0,0,0
0,-0.839493581,-1.61826033,-1.384092014,-1.875761145,-2.787392185,0,0,0,0,0,0,0,0,0
0,-1.2874985,-1.05583526,-1.859500757,-2.152103544,-2.709735754,0,0,0,0,0,0,0,0,0
0,-0.143111075,-1.018423358,-0.878681642,-0.516601288,-1.53264071,0,0,0,0,0,0,0,0,0
0,-1.57016564,-2.262221931,-2.714491707,-1.137738326,-2.448652865,0,0,0,0,0,0,0,0,0
0,0.687442929,-1.26513274,0.042530737,0.608356344,-1.019877963,0,0,0,0,0,0,0,0,0
0,0.455179946,-0.60410825,-0.322384089,-0.649060292,-2.733685986,0,0,0,0,0,0,0,0,0
0,-1.681094139,-1.411153754,-2.036874665,-2.081097329,-2.19708765,0,0,0,0,0,0,0,0,0
0,-0.800710115,-1.779060831,-1.6038859,-1.54567933,-3.641300947,0,0,0,0,0,0,0,0,0
0,-1.021005478,-3.254670964,-2.506818144,-2.47754105,-3.391430118,0,0,0,0,0,0,0,0,0
0,-0.641258111,-1.26993252,-1.022652462,-1.107167172,-2.085841518,0,0,0,0,0,0,0,0,0
0,-0.561327274,-1.972288917,-1.516372941,-1.904917599,-2.300996631,0,0,0,0,0,0,0,0,0
0,-0.271769561,-1.568784388,-1.8080399,-1.110323199,-2.111188919,0,0,0,0,0,0,0,0,0
0,-0.103990831,-1.165656774,0.195266093,-0.235879619,-2.613098874,0,0,0,0,0,0,0,0,0
0,-0.121286005,-0.964191924,-1.33542111,-0.89005321,-3.542487696,0,0,0,0,0,0,0,0,0
0,0.207704741,-1.410524025,-1.286449875,-1.458356212,-2.627719198,0,0,0,0,0,0,0,0,0
0,0.906274459,-0.321384827,-0.702071482,0.467402226,-0.998360145,0,0,0,0,0,0,0,0,0
0,-0.391452216,-0.750227069,-0.842509822,-0.354971759,-2.263521064,0,0,0,0,0,0,0,0,0
0,-3.2457934,-3.216499928,-3.064819887,-2.959176959,-3.426502104,0,0,0,0,0,0,0,0,0
0,-1.75987624,-1.941521695,-2.264182625,-1.701505895,-2.491690115,0,0,0,0,0,0,0,0,0
0,0.366836114,-0.668117784,-0.1668484,0.20900249,-1.211447994,0,0,0,0,0,0,0,0,0
0,-0.696513258,-1.866934327,-2.169109919,-1.526321737,-1.616560523,0,0,0,0,0,0,0,0,0
0,-0.037443466,-1.319118741,-0.581388642,-1.342466694,-1.983232362,0,0,0,0,0,0,0,0,0
0,-1.936471868,-2.264989048,-3.508017182,-2.341328815,-3.355700262,0,0,0,0,0,0,0,0,0
0,-1.784316646,-1.886859369,-2.266803267,-1.321083126,-3.276496266,0,0,0,0,0,0,0,0,0
0,-0.871849197,-1.109148628,-2.465207818,-1.432590837,-2.295616946,0,0,0,0,0,0,0,0,0
0,-0.539589397,-2.017862615,-1.994609236,-1.203720549,-1.425434532,0,0,0,0,0,0,0,0,0
0,1.113680906,0.784453493,0.131583649,0.177434381,-2.671975079,0,0,0,0,0,0,0,0,0
0,-1.761078722,-1.85701252,-2.231653315,-2.124852194,-2.937782089,0,0,0,0,0,0,0,0,0
